,Taxon,Class,Importer,Exporter,Purpose,Source,order,phylum
16652,Varanus salvator,Reptilia,BS,NL,T,W,Squamata,Chordata
16653,Varanus salvator,Reptilia,CA,AT,T,W,Squamata,Chordata
16654,Varanus salvator,Reptilia,CA,FR,T,W,Squamata,Chordata
16655,Varanus salvator,Reptilia,CA,FR,T,W,Squamata,Chordata
16656,Varanus salvator,Reptilia,CA,GB,T,W,Squamata,Chordata
16657,Varanus salvator,Reptilia,CA,HK,T,W,Squamata,Chordata
16658,Varanus salvator,Reptilia,CA,ID,T,W,Squamata,Chordata
16659,Varanus salvator,Reptilia,CA,IT,T,W,Squamata,Chordata
16660,Varanus salvator,Reptilia,CA,IT,P,W,Squamata,Chordata
16661,Varanus salvator,Reptilia,CA,IT,T,W,Squamata,Chordata
16662,Varanus salvator,Reptilia,CA,IT,T,W,Squamata,Chordata
16663,Varanus salvator,Reptilia,CA,JP,T,W,Squamata,Chordata
16664,Varanus salvator,Reptilia,CA,LU,T,W,Squamata,Chordata
16665,Varanus salvator,Reptilia,CA,NL,T,W,Squamata,Chordata
16666,Varanus salvator,Reptilia,CA,NL,T,W,Squamata,Chordata
16667,Varanus salvator,Reptilia,CA,US,T,W,Squamata,Chordata
16668,Varanus salvator,Reptilia,CA,US,T,W,Squamata,Chordata
16669,Varanus salvator,Reptilia,CA,US,T,W,Squamata,Chordata
16670,Varanus salvator,Reptilia,CA,US,T,W,Squamata,Chordata
16671,Varanus salvator,Reptilia,CH,AE,T,W,Squamata,Chordata
16672,Varanus salvator,Reptilia,CH,AE,T,W,Squamata,Chordata
16673,Varanus salvator,Reptilia,CH,AT,T,W,Squamata,Chordata
16674,Varanus salvator,Reptilia,CH,AT,T,W,Squamata,Chordata
16675,Varanus salvator,Reptilia,CH,DE,T,W,Squamata,Chordata
16676,Varanus salvator,Reptilia,CH,DE,T,W,Squamata,Chordata
16677,Varanus salvator,Reptilia,CH,DE,T,W,Squamata,Chordata
16678,Varanus salvator,Reptilia,CH,ES,T,W,Squamata,Chordata
16679,Varanus salvator,Reptilia,CH,FR,T,W,Squamata,Chordata
16680,Varanus salvator,Reptilia,CH,FR,T,W,Squamata,Chordata
16681,Varanus salvator,Reptilia,CH,FR,T,W,Squamata,Chordata
16682,Varanus salvator,Reptilia,CH,GB,T,W,Squamata,Chordata
16683,Varanus salvator,Reptilia,CH,GB,T,W,Squamata,Chordata
16684,Varanus salvator,Reptilia,CH,HK,T,W,Squamata,Chordata
16685,Varanus salvator,Reptilia,CH,ID,T,W,Squamata,Chordata
16686,Varanus salvator,Reptilia,CH,ID,T,W,Squamata,Chordata
16687,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16688,Varanus salvator,Reptilia,CH,IT,P,W,Squamata,Chordata
16689,Varanus salvator,Reptilia,CH,IT,T,C,Squamata,Chordata
16690,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16691,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16692,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16693,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16694,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16695,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16696,Varanus salvator,Reptilia,CH,IT,T,W,Squamata,Chordata
16697,Varanus salvator,Reptilia,CH,JP,T,W,Squamata,Chordata
16698,Varanus salvator,Reptilia,CH,LU,T,W,Squamata,Chordata
16699,Varanus salvator,Reptilia,CH,MC,P,W,Squamata,Chordata
16700,Varanus salvator,Reptilia,CH,MC,P,W,Squamata,Chordata
16701,Varanus salvator,Reptilia,CH,MC,T,W,Squamata,Chordata
16702,Varanus salvator,Reptilia,CH,NL,T,W,Squamata,Chordata
16703,Varanus salvator,Reptilia,CH,NL,T,W,Squamata,Chordata
16704,Varanus salvator,Reptilia,CH,PT,T,W,Squamata,Chordata
16705,Varanus salvator,Reptilia,CH,PT,T,W,Squamata,Chordata
16706,Varanus salvator,Reptilia,CH,SG,T,W,Squamata,Chordata
16707,Varanus salvator,Reptilia,CH,SI,T,W,Squamata,Chordata
16708,Varanus salvator,Reptilia,CH,US,T,W,Squamata,Chordata
16709,Varanus salvator,Reptilia,CI,FR,T,W,Squamata,Chordata
16710,Varanus salvator,Reptilia,CL,ES,T,W,Squamata,Chordata
16711,Varanus salvator,Reptilia,CL,HK,T,W,Squamata,Chordata
16712,Varanus salvator,Reptilia,CL,IT,T,W,Squamata,Chordata
16713,Varanus salvator,Reptilia,CN,AT,T,W,Squamata,Chordata
16714,Varanus salvator,Reptilia,CN,BE,T,W,Squamata,Chordata
16715,Varanus salvator,Reptilia,CN,CH,T,W,Squamata,Chordata
16716,Varanus salvator,Reptilia,CN,CH,T,W,Squamata,Chordata
16717,Varanus salvator,Reptilia,CN,DE,T,W,Squamata,Chordata
16718,Varanus salvator,Reptilia,CN,ES,T,W,Squamata,Chordata
16719,Varanus salvator,Reptilia,CN,FR,T,W,Squamata,Chordata
16720,Varanus salvator,Reptilia,CN,FR,T,W,Squamata,Chordata
16721,Varanus salvator,Reptilia,CN,FR,P,W,Squamata,Chordata
16722,Varanus salvator,Reptilia,CN,FR,T,W,Squamata,Chordata
16723,Varanus salvator,Reptilia,CN,FR,T,W,Squamata,Chordata
16724,Varanus salvator,Reptilia,CN,FR,T,W,Squamata,Chordata
16725,Varanus salvator,Reptilia,CN,FR,T,W,Squamata,Chordata
16726,Varanus salvator,Reptilia,CN,FR,T,W,Squamata,Chordata
16727,Varanus salvator,Reptilia,CN,GB,T,W,Squamata,Chordata
16728,Varanus salvator,Reptilia,CN,GB,T,W,Squamata,Chordata
16729,Varanus salvator,Reptilia,CN,GB,T,W,Squamata,Chordata
16730,Varanus salvator,Reptilia,CN,GB,T,W,Squamata,Chordata
16731,Varanus salvator,Reptilia,CN,ID,T,W,Squamata,Chordata
16732,Varanus salvator,Reptilia,CN,ID,T,W,Squamata,Chordata
16733,Varanus salvator,Reptilia,CN,IT,P,W,Squamata,Chordata
16734,Varanus salvator,Reptilia,CN,IT,P,W,Squamata,Chordata
16735,Varanus salvator,Reptilia,CN,IT,T,W,Squamata,Chordata
16736,Varanus salvator,Reptilia,CN,IT,T,W,Squamata,Chordata
16737,Varanus salvator,Reptilia,CN,IT,T,W,Squamata,Chordata
16738,Varanus salvator,Reptilia,CN,IT,P,W,Squamata,Chordata
16739,Varanus salvator,Reptilia,CN,IT,P,W,Squamata,Chordata
16740,Varanus salvator,Reptilia,CN,IT,P,W,Squamata,Chordata
16741,Varanus salvator,Reptilia,CN,IT,T,W,Squamata,Chordata
16742,Varanus salvator,Reptilia,CN,IT,T,W,Squamata,Chordata
16743,Varanus salvator,Reptilia,CN,IT,T,W,Squamata,Chordata
16744,Varanus salvator,Reptilia,CN,IT,T,C,Squamata,Chordata
16745,Varanus salvator,Reptilia,CN,IT,T,W,Squamata,Chordata
16746,Varanus salvator,Reptilia,CN,JP,T,W,Squamata,Chordata
16747,Varanus salvator,Reptilia,CN,MC,P,W,Squamata,Chordata
16748,Varanus salvator,Reptilia,CN,MY,B,W,Squamata,Chordata
16749,Varanus salvator,Reptilia,CN,MY,T,D,Squamata,Chordata
16750,Varanus salvator,Reptilia,CN,MY,T,W,Squamata,Chordata
16751,Varanus salvator,Reptilia,CN,MY,T,W,Squamata,Chordata
16752,Varanus salvator,Reptilia,CN,NL,T,W,Squamata,Chordata
16753,Varanus salvator,Reptilia,CN,NL,T,W,Squamata,Chordata
16754,Varanus salvator,Reptilia,CN,NL,T,W,Squamata,Chordata
16755,Varanus salvator,Reptilia,CN,US,Q,O,Squamata,Chordata
16756,Varanus salvator,Reptilia,CN,XX,T,W,Squamata,Chordata
16757,Varanus salvator,Reptilia,CO,AT,T,W,Squamata,Chordata
16758,Varanus salvator,Reptilia,CO,ES,T,W,Squamata,Chordata
16759,Varanus salvator,Reptilia,CO,ES,T,W,Squamata,Chordata
16760,Varanus salvator,Reptilia,CO,ES,T,W,Squamata,Chordata
16761,Varanus salvator,Reptilia,CO,IT,T,W,Squamata,Chordata
16762,Varanus salvator,Reptilia,CO,US,T,W,Squamata,Chordata
16763,Varanus salvator,Reptilia,CW,NL,T,W,Squamata,Chordata
16764,Varanus salvator,Reptilia,CZ,ID,T,C,Squamata,Chordata
16765,Varanus salvator,Reptilia,CZ,ID,T,W,Squamata,Chordata
16766,Varanus salvator,Reptilia,DE,CH,T,W,Squamata,Chordata
16767,Varanus salvator,Reptilia,DE,CH,T,W,Squamata,Chordata
16768,Varanus salvator,Reptilia,DE,CH,T,W,Squamata,Chordata
16769,Varanus salvator,Reptilia,DE,CH,T,W,Squamata,Chordata
16770,Varanus salvator,Reptilia,DE,CN,T,W,Squamata,Chordata
16771,Varanus salvator,Reptilia,DE,CN,T,W,Squamata,Chordata
16772,Varanus salvator,Reptilia,DE,CN,T,W,Squamata,Chordata
16773,Varanus salvator,Reptilia,DE,HK,T,W,Squamata,Chordata
16774,Varanus salvator,Reptilia,DE,HK,T,W,Squamata,Chordata
16775,Varanus salvator,Reptilia,DE,HK,T,W,Squamata,Chordata
16776,Varanus salvator,Reptilia,DE,ID,T,W,Squamata,Chordata
16777,Varanus salvator,Reptilia,DE,ID,T,W,Squamata,Chordata
16778,Varanus salvator,Reptilia,DE,ID,T,W,Squamata,Chordata
16779,Varanus salvator,Reptilia,DE,KR,T,W,Squamata,Chordata
16780,Varanus salvator,Reptilia,DE,SG,T,W,Squamata,Chordata
16781,Varanus salvator,Reptilia,DE,US,Q,O,Squamata,Chordata
16782,Varanus salvator,Reptilia,DK,CH,T,W,Squamata,Chordata
16783,Varanus salvator,Reptilia,DO,ES,T,W,Squamata,Chordata
16784,Varanus salvator,Reptilia,DO,FR,T,W,Squamata,Chordata
16785,Varanus salvator,Reptilia,DO,NL,T,W,Squamata,Chordata
16786,Varanus salvator,Reptilia,EC,IT,P,W,Squamata,Chordata
16787,Varanus salvator,Reptilia,EG,IT,P,W,Squamata,Chordata
16788,Varanus salvator,Reptilia,EG,IT,T,W,Squamata,Chordata
16789,Varanus salvator,Reptilia,EG,NL,T,W,Squamata,Chordata
16790,Varanus salvator,Reptilia,EG,NL,T,W,Squamata,Chordata
16791,Varanus salvator,Reptilia,ES,AE,T,W,Squamata,Chordata
16792,Varanus salvator,Reptilia,ES,CH,T,W,Squamata,Chordata
16793,Varanus salvator,Reptilia,ES,CH,T,W,Squamata,Chordata
16794,Varanus salvator,Reptilia,ES,HK,T,W,Squamata,Chordata
16795,Varanus salvator,Reptilia,ES,HK,T,W,Squamata,Chordata
16796,Varanus salvator,Reptilia,ES,ID,T,W,Squamata,Chordata
16797,Varanus salvator,Reptilia,ES,JP,T,W,Squamata,Chordata
16798,Varanus salvator,Reptilia,ES,MY,T,W,Squamata,Chordata
16799,Varanus salvator,Reptilia,ES,RU,T,W,Squamata,Chordata
16800,Varanus salvator,Reptilia,ES,SG,T,W,Squamata,Chordata
16801,Varanus salvator,Reptilia,FI,CH,T,W,Squamata,Chordata
16802,Varanus salvator,Reptilia,FR,AE,T,W,Squamata,Chordata
16803,Varanus salvator,Reptilia,FR,AU,T,W,Squamata,Chordata
16804,Varanus salvator,Reptilia,FR,BB,T,W,Squamata,Chordata
16805,Varanus salvator,Reptilia,FR,BR,T,W,Squamata,Chordata
16806,Varanus salvator,Reptilia,FR,CA,T,W,Squamata,Chordata
16807,Varanus salvator,Reptilia,FR,CH,T,W,Squamata,Chordata
16808,Varanus salvator,Reptilia,FR,CH,T,W,Squamata,Chordata
16809,Varanus salvator,Reptilia,FR,CH,T,W,Squamata,Chordata
16810,Varanus salvator,Reptilia,FR,CH,T,W,Squamata,Chordata
16811,Varanus salvator,Reptilia,FR,CH,T,W,Squamata,Chordata
16812,Varanus salvator,Reptilia,FR,CH,T,W,Squamata,Chordata
16813,Varanus salvator,Reptilia,FR,CN,T,W,Squamata,Chordata
16814,Varanus salvator,Reptilia,FR,FR,P,W,Squamata,Chordata
16815,Varanus salvator,Reptilia,FR,HK,T,W,Squamata,Chordata
16816,Varanus salvator,Reptilia,FR,HK,T,W,Squamata,Chordata
16817,Varanus salvator,Reptilia,FR,HK,T,W,Squamata,Chordata
16818,Varanus salvator,Reptilia,FR,ID,T,W,Squamata,Chordata
16819,Varanus salvator,Reptilia,FR,ID,T,W,Squamata,Chordata
16820,Varanus salvator,Reptilia,FR,ID,T,W,Squamata,Chordata
16821,Varanus salvator,Reptilia,FR,IL,T,W,Squamata,Chordata
16822,Varanus salvator,Reptilia,FR,JP,T,W,Squamata,Chordata
16823,Varanus salvator,Reptilia,FR,JP,T,W,Squamata,Chordata
16824,Varanus salvator,Reptilia,FR,KR,T,W,Squamata,Chordata
16825,Varanus salvator,Reptilia,FR,KR,T,W,Squamata,Chordata
16826,Varanus salvator,Reptilia,FR,MA,T,W,Squamata,Chordata
16827,Varanus salvator,Reptilia,FR,MC,P,W,Squamata,Chordata
16828,Varanus salvator,Reptilia,FR,MC,T,W,Squamata,Chordata
16829,Varanus salvator,Reptilia,FR,MG,T,W,Squamata,Chordata
16830,Varanus salvator,Reptilia,FR,MG,T,W,Squamata,Chordata
16831,Varanus salvator,Reptilia,FR,MO,T,W,Squamata,Chordata
16832,Varanus salvator,Reptilia,FR,MU,T,W,Squamata,Chordata
16833,Varanus salvator,Reptilia,FR,MY,T,W,Squamata,Chordata
16834,Varanus salvator,Reptilia,FR,NO,T,W,Squamata,Chordata
16835,Varanus salvator,Reptilia,FR,PH,T,W,Squamata,Chordata
16836,Varanus salvator,Reptilia,FR,QA,T,W,Squamata,Chordata
16837,Varanus salvator,Reptilia,FR,RU,T,W,Squamata,Chordata
16838,Varanus salvator,Reptilia,FR,RU,T,W,Squamata,Chordata
16839,Varanus salvator,Reptilia,FR,SG,T,W,Squamata,Chordata
16840,Varanus salvator,Reptilia,FR,TR,T,W,Squamata,Chordata
16841,Varanus salvator,Reptilia,FR,TR,T,W,Squamata,Chordata
16842,Varanus salvator,Reptilia,FR,US,T,W,Squamata,Chordata
16843,Varanus salvator,Reptilia,FR,US,T,W,Squamata,Chordata
16844,Varanus salvator,Reptilia,FR,US,T,W,Squamata,Chordata
16845,Varanus salvator,Reptilia,GB,AE,T,W,Squamata,Chordata
16846,Varanus salvator,Reptilia,GB,CH,T,W,Squamata,Chordata
16847,Varanus salvator,Reptilia,GB,CN,T,W,Squamata,Chordata
16848,Varanus salvator,Reptilia,GB,CN,T,W,Squamata,Chordata
16849,Varanus salvator,Reptilia,GB,FR,T,W,Squamata,Chordata
16850,Varanus salvator,Reptilia,GB,HK,T,W,Squamata,Chordata
16851,Varanus salvator,Reptilia,GB,HK,T,W,Squamata,Chordata
16852,Varanus salvator,Reptilia,GB,ID,T,W,Squamata,Chordata
16853,Varanus salvator,Reptilia,GB,ID,T,W,Squamata,Chordata
16854,Varanus salvator,Reptilia,GB,ID,T,W,Squamata,Chordata
16855,Varanus salvator,Reptilia,GB,JP,T,W,Squamata,Chordata
16856,Varanus salvator,Reptilia,GB,KW,T,W,Squamata,Chordata
16857,Varanus salvator,Reptilia,GB,MC,P,W,Squamata,Chordata
16858,Varanus salvator,Reptilia,GB,QA,T,W,Squamata,Chordata
16859,Varanus salvator,Reptilia,GB,SG,T,W,Squamata,Chordata
16860,Varanus salvator,Reptilia,GB,US,T,W,Squamata,Chordata
16861,Varanus salvator,Reptilia,GB,US,T,W,Squamata,Chordata
16862,Varanus salvator,Reptilia,GB,US,T,W,Squamata,Chordata
16863,Varanus salvator,Reptilia,GB,US,T,C,Squamata,Chordata
16864,Varanus salvator,Reptilia,GB,US,T,F,Squamata,Chordata
16865,Varanus salvator,Reptilia,GE,FR,T,W,Squamata,Chordata
16866,Varanus salvator,Reptilia,GE,GB,T,W,Squamata,Chordata
16867,Varanus salvator,Reptilia,GE,GB,T,W,Squamata,Chordata
16868,Varanus salvator,Reptilia,GH,IT,T,W,Squamata,Chordata
16869,Varanus salvator,Reptilia,GL,AT,T,W,Squamata,Chordata
16870,Varanus salvator,Reptilia,GP,LU,T,W,Squamata,Chordata
16871,Varanus salvator,Reptilia,GU,IT,T,W,Squamata,Chordata
16872,Varanus salvator,Reptilia,HK,AT,T,W,Squamata,Chordata
16873,Varanus salvator,Reptilia,HK,AU,T,W,Squamata,Chordata
16874,Varanus salvator,Reptilia,HK,AU,T,W,Squamata,Chordata
16875,Varanus salvator,Reptilia,HK,BE,T,W,Squamata,Chordata
16876,Varanus salvator,Reptilia,HK,CH,T,W,Squamata,Chordata
16877,Varanus salvator,Reptilia,HK,CH,T,W,Squamata,Chordata
16878,Varanus salvator,Reptilia,HK,CH,T,W,Squamata,Chordata
16879,Varanus salvator,Reptilia,HK,CH,T,W,Squamata,Chordata
16880,Varanus salvator,Reptilia,HK,CH,T,W,Squamata,Chordata
16881,Varanus salvator,Reptilia,HK,ES,T,W,Squamata,Chordata
16882,Varanus salvator,Reptilia,HK,ES,T,W,Squamata,Chordata
16883,Varanus salvator,Reptilia,HK,ES,T,W,Squamata,Chordata
16884,Varanus salvator,Reptilia,HK,FR,T,W,Squamata,Chordata
16885,Varanus salvator,Reptilia,HK,FR,T,W,Squamata,Chordata
16886,Varanus salvator,Reptilia,HK,FR,T,W,Squamata,Chordata
16887,Varanus salvator,Reptilia,HK,FR,T,W,Squamata,Chordata
16888,Varanus salvator,Reptilia,HK,FR,T,W,Squamata,Chordata
16889,Varanus salvator,Reptilia,HK,FR,T,W,Squamata,Chordata
16890,Varanus salvator,Reptilia,HK,FR,T,W,Squamata,Chordata
16891,Varanus salvator,Reptilia,HK,GB,T,W,Squamata,Chordata
16892,Varanus salvator,Reptilia,HK,GB,T,W,Squamata,Chordata
16893,Varanus salvator,Reptilia,HK,ID,T,W,Squamata,Chordata
16894,Varanus salvator,Reptilia,HK,ID,T,W,Squamata,Chordata
16895,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16896,Varanus salvator,Reptilia,HK,IT,P,W,Squamata,Chordata
16897,Varanus salvator,Reptilia,HK,IT,P,W,Squamata,Chordata
16898,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16899,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16900,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16901,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16902,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16903,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16904,Varanus salvator,Reptilia,HK,IT,T,W,Squamata,Chordata
16905,Varanus salvator,Reptilia,HK,JP,T,W,Squamata,Chordata
16906,Varanus salvator,Reptilia,HK,KR,T,W,Squamata,Chordata
16907,Varanus salvator,Reptilia,HK,LU,T,W,Squamata,Chordata
16908,Varanus salvator,Reptilia,HK,MC,T,W,Squamata,Chordata
16909,Varanus salvator,Reptilia,HK,MY,T,W,Squamata,Chordata
16910,Varanus salvator,Reptilia,HK,MY,T,W,Squamata,Chordata
16911,Varanus salvator,Reptilia,HK,MY,T,W,Squamata,Chordata
16912,Varanus salvator,Reptilia,HK,NL,T,W,Squamata,Chordata
16913,Varanus salvator,Reptilia,HK,NL,T,W,Squamata,Chordata
16914,Varanus salvator,Reptilia,HK,NL,T,W,Squamata,Chordata
16915,Varanus salvator,Reptilia,HK,NZ,T,W,Squamata,Chordata
16916,Varanus salvator,Reptilia,HK,PT,T,W,Squamata,Chordata
16917,Varanus salvator,Reptilia,HK,SG,T,C,Squamata,Chordata
16918,Varanus salvator,Reptilia,HK,SG,T,W,Squamata,Chordata
16919,Varanus salvator,Reptilia,HK,SG,T,W,Squamata,Chordata
16920,Varanus salvator,Reptilia,HK,SG,T,W,Squamata,Chordata
16921,Varanus salvator,Reptilia,HK,SG,T,W,Squamata,Chordata
16922,Varanus salvator,Reptilia,HK,US,T,W,Squamata,Chordata
16923,Varanus salvator,Reptilia,HK,US,T,W,Squamata,Chordata
16924,Varanus salvator,Reptilia,HK,VN,T,W,Squamata,Chordata
16925,Varanus salvator,Reptilia,ID,FR,T,W,Squamata,Chordata
16926,Varanus salvator,Reptilia,ID,FR,T,W,Squamata,Chordata
16927,Varanus salvator,Reptilia,ID,HK,T,W,Squamata,Chordata
16928,Varanus salvator,Reptilia,ID,HK,T,W,Squamata,Chordata
16929,Varanus salvator,Reptilia,ID,IT,P,W,Squamata,Chordata
16930,Varanus salvator,Reptilia,ID,IT,P,W,Squamata,Chordata
16931,Varanus salvator,Reptilia,ID,IT,T,W,Squamata,Chordata
16932,Varanus salvator,Reptilia,ID,IT,P,W,Squamata,Chordata
16933,Varanus salvator,Reptilia,ID,NL,T,W,Squamata,Chordata
16934,Varanus salvator,Reptilia,ID,SG,T,W,Squamata,Chordata
16935,Varanus salvator,Reptilia,ID,SG,T,W,Squamata,Chordata
16936,Varanus salvator,Reptilia,IL,AT,T,W,Squamata,Chordata
16937,Varanus salvator,Reptilia,IL,FR,T,W,Squamata,Chordata
16938,Varanus salvator,Reptilia,IL,IT,P,W,Squamata,Chordata
16939,Varanus salvator,Reptilia,IL,JP,T,W,Squamata,Chordata
16940,Varanus salvator,Reptilia,IL,LU,T,W,Squamata,Chordata
16941,Varanus salvator,Reptilia,IL,US,T,W,Squamata,Chordata
16942,Varanus salvator,Reptilia,IN,FR,T,W,Squamata,Chordata
16943,Varanus salvator,Reptilia,IN,IT,P,W,Squamata,Chordata
16944,Varanus salvator,Reptilia,IN,IT,T,W,Squamata,Chordata
16945,Varanus salvator,Reptilia,IN,IT,T,W,Squamata,Chordata
16946,Varanus salvator,Reptilia,IN,IT,P,W,Squamata,Chordata
16947,Varanus salvator,Reptilia,IN,IT,T,W,Squamata,Chordata
16948,Varanus salvator,Reptilia,IR,FR,T,W,Squamata,Chordata
16949,Varanus salvator,Reptilia,IR,IT,T,W,Squamata,Chordata
16950,Varanus salvator,Reptilia,IR,IT,T,W,Squamata,Chordata
16951,Varanus salvator,Reptilia,IR,LU,T,W,Squamata,Chordata
16952,Varanus salvator,Reptilia,IS,DE,T,W,Squamata,Chordata
16953,Varanus salvator,Reptilia,IS,SI,T,W,Squamata,Chordata
16954,Varanus salvator,Reptilia,IT,AE,T,W,Squamata,Chordata
16955,Varanus salvator,Reptilia,IT,CH,T,W,Squamata,Chordata
16956,Varanus salvator,Reptilia,IT,CN,T,W,Squamata,Chordata
16957,Varanus salvator,Reptilia,IT,CN,T,W,Squamata,Chordata
16958,Varanus salvator,Reptilia,IT,CN,T,W,Squamata,Chordata
16959,Varanus salvator,Reptilia,IT,HK,T,W,Squamata,Chordata
16960,Varanus salvator,Reptilia,IT,HK,T,W,Squamata,Chordata
16961,Varanus salvator,Reptilia,IT,ID,T,W,Squamata,Chordata
16962,Varanus salvator,Reptilia,IT,ID,T,W,Squamata,Chordata
16963,Varanus salvator,Reptilia,IT,JP,T,W,Squamata,Chordata
16964,Varanus salvator,Reptilia,IT,JP,T,W,Squamata,Chordata
16965,Varanus salvator,Reptilia,IT,KR,T,W,Squamata,Chordata
16966,Varanus salvator,Reptilia,IT,LB,T,W,Squamata,Chordata
16967,Varanus salvator,Reptilia,IT,MC,P,W,Squamata,Chordata
16968,Varanus salvator,Reptilia,IT,MY,T,W,Squamata,Chordata
16969,Varanus salvator,Reptilia,IT,SG,T,W,Squamata,Chordata
16970,Varanus salvator,Reptilia,IT,TR,T,W,Squamata,Chordata
16971,Varanus salvator,Reptilia,IT,US,T,W,Squamata,Chordata
16972,Varanus salvator,Reptilia,IT,US,T,W,Squamata,Chordata
16973,Varanus salvator,Reptilia,IT,US,T,W,Squamata,Chordata
16974,Varanus salvator,Reptilia,IT,US,T,W,Squamata,Chordata
16975,Varanus salvator,Reptilia,IT,US,T,W,Squamata,Chordata
16976,Varanus salvator,Reptilia,IT,VN,T,W,Squamata,Chordata
16977,Varanus salvator,Reptilia,JO,IT,T,W,Squamata,Chordata
16978,Varanus salvator,Reptilia,JO,NL,T,W,Squamata,Chordata
16979,Varanus salvator,Reptilia,JO,NL,T,W,Squamata,Chordata
16980,Varanus salvator,Reptilia,JP,AT,T,C,Squamata,Chordata
16981,Varanus salvator,Reptilia,JP,AT,T,W,Squamata,Chordata
16982,Varanus salvator,Reptilia,JP,BE,T,W,Squamata,Chordata
16983,Varanus salvator,Reptilia,JP,BE,T,W,Squamata,Chordata
16984,Varanus salvator,Reptilia,JP,CH,T,W,Squamata,Chordata
16985,Varanus salvator,Reptilia,JP,CH,T,W,Squamata,Chordata
16986,Varanus salvator,Reptilia,JP,CN,T,W,Squamata,Chordata
16987,Varanus salvator,Reptilia,JP,DE,T,W,Squamata,Chordata
16988,Varanus salvator,Reptilia,JP,ES,T,W,Squamata,Chordata
16989,Varanus salvator,Reptilia,JP,ES,T,W,Squamata,Chordata
16990,Varanus salvator,Reptilia,JP,ES,T,W,Squamata,Chordata
16991,Varanus salvator,Reptilia,JP,FR,T,W,Squamata,Chordata
16992,Varanus salvator,Reptilia,JP,FR,T,W,Squamata,Chordata
16993,Varanus salvator,Reptilia,JP,FR,T,W,Squamata,Chordata
16994,Varanus salvator,Reptilia,JP,FR,T,W,Squamata,Chordata
16995,Varanus salvator,Reptilia,JP,FR,T,W,Squamata,Chordata
16996,Varanus salvator,Reptilia,JP,GB,T,W,Squamata,Chordata
16997,Varanus salvator,Reptilia,JP,GB,T,W,Squamata,Chordata
16998,Varanus salvator,Reptilia,JP,HK,T,W,Squamata,Chordata
16999,Varanus salvator,Reptilia,JP,HK,T,W,Squamata,Chordata
17000,Varanus salvator,Reptilia,JP,HK,T,W,Squamata,Chordata
17001,Varanus salvator,Reptilia,JP,ID,T,C,Squamata,Chordata
17002,Varanus salvator,Reptilia,JP,ID,T,W,Squamata,Chordata
17003,Varanus salvator,Reptilia,JP,ID,T,W,Squamata,Chordata
17004,Varanus salvator,Reptilia,JP,ID,T,W,Squamata,Chordata
17005,Varanus salvator,Reptilia,JP,ID,T,W,Squamata,Chordata
17006,Varanus salvator,Reptilia,JP,IT,T,W,Squamata,Chordata
17007,Varanus salvator,Reptilia,JP,IT,P,W,Squamata,Chordata
17008,Varanus salvator,Reptilia,JP,IT,T,W,Squamata,Chordata
17009,Varanus salvator,Reptilia,JP,IT,P,W,Squamata,Chordata
17010,Varanus salvator,Reptilia,JP,IT,T,W,Squamata,Chordata
17011,Varanus salvator,Reptilia,JP,IT,T,W,Squamata,Chordata
17012,Varanus salvator,Reptilia,JP,IT,P,W,Squamata,Chordata
17013,Varanus salvator,Reptilia,JP,IT,T,C,Squamata,Chordata
17014,Varanus salvator,Reptilia,JP,IT,T,W,Squamata,Chordata
17015,Varanus salvator,Reptilia,JP,IT,T,W,Squamata,Chordata
17016,Varanus salvator,Reptilia,JP,KR,T,C,Squamata,Chordata
17017,Varanus salvator,Reptilia,JP,KR,T,W,Squamata,Chordata
17018,Varanus salvator,Reptilia,JP,KR,T,C,Squamata,Chordata
17019,Varanus salvator,Reptilia,JP,KR,T,W,Squamata,Chordata
17020,Varanus salvator,Reptilia,JP,KR,T,W,Squamata,Chordata
17021,Varanus salvator,Reptilia,JP,LU,T,W,Squamata,Chordata
17022,Varanus salvator,Reptilia,JP,MY,T,W,Squamata,Chordata
17023,Varanus salvator,Reptilia,JP,NL,T,W,Squamata,Chordata
17024,Varanus salvator,Reptilia,JP,NL,T,W,Squamata,Chordata
17025,Varanus salvator,Reptilia,JP,PT,T,W,Squamata,Chordata
17026,Varanus salvator,Reptilia,JP,PT,T,W,Squamata,Chordata
17027,Varanus salvator,Reptilia,JP,SG,T,W,Squamata,Chordata
17028,Varanus salvator,Reptilia,JP,SG,T,W,Squamata,Chordata
17029,Varanus salvator,Reptilia,JP,SG,T,W,Squamata,Chordata
